"Ukazatel","IndicatorType","Území","Uz0","Měsíce, roky","CASRMX","Hodnota"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","prosinec 2022","2022-12","15.8"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","leden 2023","2023-01","17.5"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","únor 2023","2023-02","16.7"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","březen 2023","2023-03","15"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","duben 2023","2023-04","12.7"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","květen 2023","2023-05","11.1"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","červen 2023","2023-06","9.7"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","červenec 2023","2023-07","8.8"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","srpen 2023","2023-08","8.5"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","září 2023","2023-09","6.9"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","říjen 2023","2023-10","8.5"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","listopad 2023","2023-11","7.3"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","prosinec 2023","2023-12","6.9"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","leden 2024","2024-01","2.3"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","únor 2024","2024-02","2"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","březen 2024","2024-03","2"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","duben 2024","2024-04","2.9"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","květen 2024","2024-05","2.6"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","červen 2024","2024-06","2"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","červenec 2024","2024-07","2.2"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","srpen 2024","2024-08","2.2"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","září 2024","2024-09","2.6"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","říjen 2024","2024-10","2.8"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","listopad 2024","2024-11","2.8"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","prosinec 2024","2024-12","3"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","leden 2025","2025-01","2.8"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","únor 2025","2025-02","2.7"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","březen 2025","2025-03","2.7"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","duben 2025","2025-04","1.8"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","květen 2025","2025-05","2.4"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","červen 2025","2025-06","2.9"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","červenec 2025","2025-07","2.7"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","srpen 2025","2025-08","2.5"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","září 2025","2025-09","2.3"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","říjen 2025","2025-10","2.5"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","listopad 2025","2025-11","2.1"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","prosinec 2025","2025-12","2.1"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","leden 2026","2026-01","1.6"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","únor 2026","2026-02","1.4"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","březen 2026","2026-03","1.9"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","duben 2026","2026-04","2.5"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","květen 2026","2026-05","2.1"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","červen 2026","2026-06","1.5"
"Přírůstek indexu spotřebitelských cen ke stejnému měsíci předchozího roku","6134J05","Česko","CZ","červenec 2026","2026-07","1.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 1997","1997-01","1.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 1997","1997-02","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 1997","1997-03","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 1997","1997-04","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 1997","1997-05","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 1997","1997-06","1.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 1997","1997-07","3.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 1997","1997-08","0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 1997","1997-09","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 1997","1997-10","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 1997","1997-11","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 1997","1997-12","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 1998","1998-01","4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 1998","1998-02","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 1998","1998-03","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 1998","1998-04","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 1998","1998-05","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 1998","1998-06","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 1998","1998-07","1.9"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 1998","1998-08","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 1998","1998-09","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 1998","1998-10","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 1998","1998-11","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 1998","1998-12","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 1999","1999-01","0.8"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 1999","1999-02","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 1999","1999-03","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 1999","1999-04","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 1999","1999-05","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 1999","1999-06","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 1999","1999-07","0.8"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 1999","1999-08","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 1999","1999-09","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 1999","1999-10","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 1999","1999-11","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 1999","1999-12","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2000","2000-01","1.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2000","2000-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2000","2000-03","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2000","2000-04","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2000","2000-05","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2000","2000-06","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2000","2000-07","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2000","2000-08","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2000","2000-09","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2000","2000-10","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2000","2000-11","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2000","2000-12","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2001","2001-01","1.9"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2001","2001-02","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2001","2001-03","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2001","2001-04","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2001","2001-05","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2001","2001-06","1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2001","2001-07","1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2001","2001-08","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2001","2001-09","-0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2001","2001-10","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2001","2001-11","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2001","2001-12","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2002","2002-01","1.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2002","2002-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2002","2002-03","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2002","2002-04","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2002","2002-05","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2002","2002-06","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2002","2002-07","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2002","2002-08","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2002","2002-09","-0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2002","2002-10","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2002","2002-11","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2002","2002-12","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2003","2003-01","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2003","2003-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2003","2003-03","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2003","2003-04","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2003","2003-05","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2003","2003-06","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2003","2003-07","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2003","2003-08","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2003","2003-09","-0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2003","2003-10","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2003","2003-11","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2003","2003-12","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2004","2004-01","1.8"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2004","2004-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2004","2004-03","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2004","2004-04","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2004","2004-05","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2004","2004-06","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2004","2004-07","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2004","2004-08","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2004","2004-09","-0.8"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2004","2004-10","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2004","2004-11","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2004","2004-12","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2005","2005-01","0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2005","2005-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2005","2005-03","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2005","2005-04","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2005","2005-05","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2005","2005-06","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2005","2005-07","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2005","2005-08","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2005","2005-09","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2005","2005-10","0.9"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2005","2005-11","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2005","2005-12","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2006","2006-01","1.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2006","2006-02","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2006","2006-03","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2006","2006-04","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2006","2006-05","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2006","2006-06","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2006","2006-07","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2006","2006-08","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2006","2006-09","-0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2006","2006-10","-0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2006","2006-11","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2006","2006-12","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2007","2007-01","1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2007","2007-02","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2007","2007-03","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2007","2007-04","0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2007","2007-05","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2007","2007-06","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2007","2007-07","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2007","2007-08","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2007","2007-09","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2007","2007-10","0.6"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2007","2007-11","0.9"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2007","2007-12","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2008","2008-01","3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2008","2008-02","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2008","2008-03","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2008","2008-04","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2008","2008-05","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2008","2008-06","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2008","2008-07","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2008","2008-08","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2008","2008-09","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2008","2008-10","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2008","2008-11","-0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2008","2008-12","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2009","2009-01","1.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2009","2009-02","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2009","2009-03","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2009","2009-04","-0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2009","2009-05","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2009","2009-06","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2009","2009-07","-0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2009","2009-08","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2009","2009-09","-0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2009","2009-10","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2009","2009-11","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2009","2009-12","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2010","2010-01","1.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2010","2010-02","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2010","2010-03","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2010","2010-04","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2010","2010-05","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2010","2010-06","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2010","2010-07","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2010","2010-08","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2010","2010-09","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2010","2010-10","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2010","2010-11","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2010","2010-12","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2011","2011-01","0.7"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2011","2011-02","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2011","2011-03","0.1"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2011","2011-04","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2011","2011-05","0.5"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2011","2011-06","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červenec 2011","2011-07","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","srpen 2011","2011-08","-0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","září 2011","2011-09","-0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","říjen 2011","2011-10","0.3"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","listopad 2011","2011-11","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","prosinec 2011","2011-12","0.4"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","leden 2012","2012-01","1.8"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","únor 2012","2012-02","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","březen 2012","2012-03","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","duben 2012","2012-04","0"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","květen 2012","2012-05","0.2"
"Přírůstek indexu spotřebitelských cen k předchozímu měsíci","6134J07","Česko","CZ","červen 2012","2012-06","0.2"
